municipality_id;Gebietsname;eligible_voters;retrieved;invalid;valid;FPOE;FPOE_per
62205;Buch-St. Magdalena;1812;1293;11;1282;333;25.975039
62206;Burgau;846;538;7;531;102;19.20903955
62209;Ebersdorf;1053;750;13;737;220;29.85074627
62211;Friedberg;2148;1416;20;1396;287;20.55873926
62214;Greinbach;1477;1080;12;1068;297;27.80898876
62216;Großsteinbach;1060;757;12;745;160;21.47651007
62219;Hartberg;5333;3151;37;3114;600;19.26782274
62220;Hartberg Umgebung;1757;1263;11;1252;260;20.76677316
62226;Lafnitz;1141;823;14;809;205;25.33992583
62232;Ottendorf an der Rittschein;1302;810;8;802;184;22.94264339
62233;Pinggau;2555;1696;27;1669;417;24.98502097
62235;Pöllauberg;1724;1246;9;1237;251;20.29102668
62242;Sankt Jakob im Walde;866;606;5;601;96;15.9733777
62244;Sankt Johann in der Haide;1796;1173;15;1158;315;27.20207254
62245;Sankt Lorenzen am Wechsel;1261;895;15;880;188;21.36363636
62247;Schäffern;1098;823;15;808;173;21.41089109
62252;Söchau;1212;783;5;778;178;22.87917738
62256;Stubenberg;1830;1124;16;1108;228;20.57761733
62262;Wenigzell;1146;828;6;822;138;16.78832117
62264;Bad Waltersdorf;3125;2178;43;2135;512;23.98126464
62265;Dechantskirchen;1699;1187;20;1167;214;18.33761782
62266;Feistritztal;1995;1259;20;1239;310;25.02017756
62267;Fürstenfeld;6929;4130;33;4097;828;20.20990969
62268;Grafendorf bei Hartberg;2595;1834;24;1810;434;23.97790055
62269;Großwilfersdorf;1678;1078;15;1063;201;18.90874882
62270;Hartl;1768;1280;15;1265;351;27.74703557
62271;Ilz;3039;2060;31;2029;524;25.82552982
62272;Kaindorf;2416;1560;13;1547;365;23.59405301
62273;Loipersdorf bei Fürstenfeld;1544;1009;15;994;262;26.35814889
62274;Neudau;1036;661;8;653;119;18.22358346
62275;Pöllau;5088;3393;30;3363;652;19.38745168
62276;Rohr bei Hartberg;1217;820;9;811;216;26.63378545
62277;Rohrbach an der Lafnitz;2256;1545;24;1521;399;26.23274162
62278;Vorau;3942;2761;28;2733;665;24.33223564
62279;Waldbach-Mönichwald;1257;934;5;929;194;20.88266954
62300;Südoststeiermark;70451;52868;562;52306;11631;22.23645471
62311;Edelsbach bei Feldbach;1110;795;9;786;173;22.01017812
62314;Eichkögl;1060;692;11;681;193;28.34067548
62326;Halbenrain;1480;895;16;879;218;24.80091013
62330;Jagerberg;1383;895;10;885;236;26.66666667
62332;Kapfenstein;1281;860;7;853;208;24.38452521
62335;Klöch;1022;673;11;662;83;12.53776435
62343;Mettersdorf am Saßbach;1074;653;6;647;144;22.25656878
62347;Murfeld;1367;843;7;836;189;22.6076555
62368;Tieschen;1042;647;10;637;132;20.72213501
62372;Unterlamm;1053;673;8;665;198;29.77443609
62375;Bad Gleichenberg;4240;2323;31;2292;508;22.16404887
62376;Bad Radkersburg;2500;1388;11;1377;257;18.6637618
62377;Deutsch Goritz;1526;1009;13;996;193;19.37751004
62378;Fehring;6032;3729;66;3663;884;24.13322413
62379;Feldbach;10300;6283;58;6225;1404;22.55421687
62380;Gnas;5057;3421;46;3375;846;25.06666667
62381;Kirchbach-Zerlach;2721;1804;14;1790;446;24.91620112
62382;Kirchberg an der Raab;3713;2279;20;2259;588;26.02921647
62383;Mureck;2856;1701;15;1686;368;21.82680902
62384;Paldau;2608;1674;24;1650;433;26.24242424
62385;Pirching am Traubenberg;2100;1335;4;1331;319;23.96694215
62386;Riegersburg;4135;2513;24;2489;486;19.52591402
62387;Sankt Anna am Aigen;2042;1324;18;1306;285;21.82235835
62388;Sankt Peter am Ottersbach;2458;1502;22;1480;383;25.87837838
62389;Sankt Stefan im Rosental;3277;2260;14;2246;522;23.2413179
62390;Straden;3014;1963;23;1940;392;20.20618557
70000;Tirol;543044;390148;2989;387159;56867;14.68828053
70100;Innsbruck Stadt;86625;61175;432;60743;8163;13.43858552
70101;Innsbruck;86625;46195;370;45825;6976;15.22313148
70200;Imst;44604;30931;256;30675;4922;16.04563977
70201;Arzl im Pitztal;2364;1459;19;1440;226;15.69444444
70202;Haiming;3541;2046;7;2039;357;17.50858264
70203;Imst;7483;4117;30;4087;690;16.88279912
70204;Imsterberg;627;395;7;388;77;19.84536082
70205;Jerzens;704;454;4;450;82;18.22222222
70206;Karres;507;335;5;330;88;26.66666667
70207;Karrösten;564;347;4;343;53;15.45189504
70208;Längenfeld;3444;2119;20;2099;258;12.29156741
70209;Mieming;2819;1699;20;1679;244;14.5324598
70210;Mils bei Imst;467;322;0;322;49;15.2173913
70211;Mötz;931;480;3;477;77;16.14255765
70212;Nassereith;1663;999;7;992;176;17.74193548
70213;Obsteig;964;557;7;550;84;15.27272727
70214;Oetz;1764;1053;11;1042;136;13.05182342
70215;Rietz;1816;1080;15;1065;245;23.00469484
70216;Roppen;1343;803;11;792;105;13.25757576
70217;St. Leonhard im Pitztal;1078;630;4;626;89;14.2172524
70218;Sautens;1128;617;1;616;100;16.23376623
70219;Silz;1966;1151;10;1141;184;16.12620508
70220;Sölden;2186;1199;8;1191;165;13.85390428
70221;Stams;1122;630;3;627;102;16.26794258
70222;Tarrenz;2100;1200;10;1190;289;24.28571429
70223;Umhausen;2414;1431;12;1419;266;18.74559549
70224;Wenns;1609;874;6;868;140;16.12903226
70300;Innsbruck-Land;132217;97644;703;96941;14517;14.97508794
70301;Absam;5720;3557;26;3531;494;13.990371
70302;Aldrans;1976;1196;6;1190;135;11.34453782
70303;Ampass;1308;796;5;791;121;15.29709229
70304;Axams;4670;2715;18;2697;415;15.38746756
70305;Baumkirchen;956;531;3;528;92;17.42424242
70306;Birgitz;1118;699;6;693;88;12.6984127
70307;Ellbögen;911;608;3;605;89;14.7107438
70308;Flaurling;982;635;7;628;73;11.62420382
70309;Fritzens;1669;1012;4;1008;169;16.76587302
70310;Fulpmes;3091;1792;14;1778;285;16.02924634
70311;Gnadenwald;620;401;3;398;49;12.31155779
70312;Götzens;3091;1794;13;1781;307;17.23750702
70313;Gries am Brenner;991;630;1;629;134;21.3036566
70314;Gries im Sellrain;478;327;3;324;32;9.87654321
70315;Grinzens;1078;646;5;641;112;17.47269891
70317;Gschnitz;342;211;6;205;37;18.04878049
70318;Hatting;1079;624;5;619;103;16.63974152
70319;Inzing;2958;1843;12;1831;246;13.43528127
70320;Kematen in Tirol;2211;1265;11;1254;196;15.62998405
70322;Kolsass;1260;828;9;819;129;15.75091575
70323;Kolsassberg;626;400;2;398;84;21.10552764
70325;Lans;821;475;4;471;62;13.16348195
70326;Leutasch;1601;866;7;859;122;14.20256112
70327;Matrei am Brenner;714;442;8;434;64;14.74654378
70328;Mieders;1336;766;8;758;117;15.4353562
70329;Mils;3412;2216;16;2200;326;14.81818182
70330;Mühlbachl;1055;618;9;609;88;14.4499179
70331;Mutters;1610;1020;6;1014;128;12.62327416
70332;Natters;1604;951;1;950;122;12.84210526
70333;Navis;1616;1030;6;1024;158;15.4296875
70334;Neustift im Stubaital;3477;2245;20;2225;403;18.11235955
70335;Oberhofen im Inntal;1367;868;5;863;184;21.32097335
70336;Obernberg am Brenner;289;217;1;216;53;24.53703704
70337;Oberperfuss;2419;1553;16;1537;179;11.64606376
70338;Patsch;811;515;2;513;69;13.4502924
70339;Pettnau;847;479;6;473;73;15.43340381
70340;Pfaffenhofen;825;413;2;411;70;17.03163017
70341;Pfons;1004;643;7;636;93;14.62264151
70342;Polling in Tirol;850;524;9;515;120;23.30097087
70343;Ranggen;835;563;5;558;78;13.97849462
70344;Reith bei Seefeld;873;480;2;478;61;12.76150628
70345;Rinn;1448;966;4;962;155;16.11226611
70346;Rum;6810;4116;32;4084;699;17.11557297
70347;St. Sigmund im Sellrain;139;95;1;94;13;13.82978723
70348;Scharnitz;867;450;5;445;75;16.85393258
70349;Schmirn;709;545;5;540;55;10.18518519
70350;Schönberg im Stubaital;714;425;5;420;50;11.9047619
70351;Seefeld in Tirol;2063;1101;2;1099;158;14.3767061
70352;Sellrain;1090;620;6;614;63;10.26058632
70353;Sistrans;1735;1114;5;1109;111;10.00901713
70354;Hall in Tirol;9567;5539;49;5490;885;16.12021858
70355;Steinach am Brenner;2693;1605;27;1578;258;16.34980989
70356;Telfes im Stubai;1212;728;8;720;101;14.02777778
70357;Telfs;10899;5533;52;5481;953;17.38733808
70358;Thaur;3031;1981;15;1966;316;16.07324517
70359;Trins;1036;667;7;660;82;12.42424242
70360;Tulfes;1208;772;4;768;141;18.359375
70361;Unterperfuss;182;67;0;67;10;14.92537313
70362;Vals;447;289;6;283;42;14.8409894
70364;Völs;5133;3078;24;3054;481;15.74983628
70365;Volders;3403;2075;21;2054;417;20.30185005
70366;Wattenberg;587;387;0;387;107;27.64857881
70367;Wattens;6030;3397;27;3370;664;19.70326409
70368;Wildermieming;709;467;4;463;58;12.52699784
70369;Zirl;6004;3471;21;3450;529;15.33333333
70400;Kitzbühel;45891;33504;241;33263;4350;13.07759372
70401;Aurach bei Kitzbühel;826;498;6;492;69;14.02439024
70402;Brixen im Thale;1995;1207;8;1199;116;9.674728941
70403;Fieberbrunn;3279;2043;16;2027;231;11.39615195
70404;Going am Wilden Kaiser;1290;743;7;736;134;18.20652174
70405;Hochfilzen;927;570;7;563;64;11.36767318
70406;Hopfgarten im Brixental;4236;2701;17;2684;376;14.00894188
70407;Itter;896;615;2;613;101;16.47634584
70408;Jochberg;1160;705;6;699;113;16.16595136
70409;Kirchberg in Tirol;3674;2162;12;2150;276;12.8372093
70410;Kirchdorf in Tirol;2840;1752;5;1747;294;16.82884946
70411;Kitzbühel;5776;2930;30;2900;433;14.93103448
70412;Kössen;2985;1722;13;1709;248;14.51141018
70413;Oberndorf in Tirol;1636;988;10;978;120;12.26993865
70414;Reith bei Kitzbühel;1141;672;2;670;78;11.64179104
70415;St. Jakob in Haus;575;377;5;372;27;7.258064516
70416;St. Johann in Tirol;6569;3754;39;3715;542;14.58950202
70417;St. Ulrich am Pillersee;1214;756;6;750;91;12.13333333
70418;Schwendt;581;354;2;352;58;16.47727273
70419;Waidring;1522;981;3;978;177;18.09815951
70420;Westendorf;2769;1690;16;1674;175;10.45400239
70500;Kufstein;76997;55189;386;54803;8948;16.32757331
70501;Alpbach;1912;1338;7;1331;194;14.57550714
70502;Angath;750;445;1;444;87;19.59459459
70503;Bad Häring;2003;1244;8;1236;154;12.45954693
70504;Brandenberg;1219;775;9;766;113;14.75195822
70505;Breitenbach am Inn;2668;1885;13;1872;319;17.04059829
70506;Brixlegg;2248;1312;7;1305;252;19.31034483
70508;Ebbs;4083;2571;21;2550;469;18.39215686
70509;Ellmau;1867;1163;6;1157;209;18.06395851
70510;Erl;1053;735;6;729;85;11.65980796
70511;Kirchbichl;4328;2778;26;2752;528;19.18604651
70512;Kramsach;3827;2412;27;2385;448;18.78406709
70513;Kufstein;12099;6531;44;6487;1076;16.58702019
70514;Kundl;3331;1992;15;1977;353;17.85533637
70515;Langkampfen;3045;1948;10;1938;397;20.48503612
70516;Mariastein;306;186;2;184;29;15.76086957
70517;Münster;2609;1631;10;1621;340;20.97470697
70518;Niederndorf;2033;1288;13;1275;248;19.45098039
70519;Niederndorferberg;490;304;3;301;45;14.95016611
70520;Radfeld;1772;1035;7;1028;251;24.41634241
70521;Rattenberg;256;155;0;155;38;24.51612903
70522;Reith im Alpbachtal;1998;1259;7;1252;179;14.2971246
70523;Rettenschöss;375;227;3;224;24;10.71428571
70524;Scheffau am Wilden Kaiser;1060;622;4;618;74;11.97411003
70525;Schwoich;1911;1291;5;1286;203;15.78538103
70526;Söll;2647;1698;6;1692;213;12.58865248
70527;Thiersee;2120;1502;8;1494;203;13.58768407
70528;Angerberg;1464;975;5;970;147;15.15463918
70529;Walchsee;1312;825;7;818;161;19.68215159
70530;Wildschönau;3179;2144;15;2129;307;14.41991545
70531;Wörgl;9032;4883;49;4834;895;18.51468763
70600;Landeck;33612;23809;191;23618;2517;10.65712592
70601;Faggen;291;162;3;159;19;11.94968553
70602;Fendels;209;136;1;135;5;3.703703704
70603;Fiss;721;415;2;413;22;5.326876513
70604;Fließ;2346;1500;8;1492;226;15.14745308
70605;Flirsch;774;477;9;468;48;10.25641026
70606;Galtür;606;415;2;413;49;11.86440678
70607;Grins;1098;638;3;635;78;12.28346457
70608;Ischgl;1234;786;2;784;82;10.45918367
70609;Kappl;2064;1408;5;1403;164;11.68923735
70610;Kaunerberg;324;204;1;203;15;7.389162562
70611;Kaunertal;465;301;0;301;8;2.657807309
70612;Kauns;401;225;1;224;14;6.25
70613;Ladis;418;233;1;232;34;14.65517241
70614;Landeck;5576;3131;39;3092;383;12.38680466
70615;Nauders;1097;678;6;672;81;12.05357143
70616;Pettneu am Arlberg;1122;673;5;668;67;10.02994012
70617;Pfunds;1976;1191;10;1181;145;12.27773074
70618;Pians;610;408;2;406;49;12.06896552
70619;Prutz;1330;744;8;736;86;11.68478261
70620;Ried im Oberinntal;907;508;0;508;56;11.02362205
70621;St. Anton am Arlberg;1763;931;9;922;56;6.073752711
70622;Schönwies;1308;858;10;848;93;10.96698113
70623;See;948;599;1;598;107;17.89297659
70624;Serfaus;865;525;2;523;39;7.456978967
70625;Spiss;90;50;0;50;9;18
70626;Stanz bei Landeck;476;315;8;307;15;4.885993485
70627;Strengen;977;624;14;610;73;11.96721311
70628;Tobadill;404;239;3;236;25;10.59322034
70629;Tösens;577;315;8;307;46;14.98371336
70630;Zams;2635;1597;11;1586;137;8.638083228
70700;Lienz;39536;28023;287;27736;4103;14.79304875
70701;Abfaltersbach;511;364;6;358;39;10.89385475
70702;Ainet;764;478;5;473;89;18.81606765
70703;Amlach;373;246;8;238;54;22.68907563
70704;Anras;989;672;7;665;75;11.27819549
70705;Assling;1489;1003;9;994;111;11.16700201
70706;Außervillgraten;640;461;3;458;36;7.860262009
70707;Dölsach;1858;1122;16;1106;182;16.4556962
70708;Gaimberg;678;443;8;435;61;14.02298851
70709;Hopfgarten in Defereggen;587;358;8;350;36;10.28571429
70710;Innervillgraten;741;470;5;465;34;7.311827957
70711;Iselsberg-Stronach;479;266;6;260;39;15
70712;Kals am Großglockner;940;537;7;530;89;16.79245283
70713;Kartitsch;635;397;2;395;30;7.594936709
70714;Lavant;261;176;1;175;44;25.14285714
70715;Leisach;596;358;5;353;50;14.16430595
70716;Lienz;9441;5216;57;5159;724;14.03372747
70717;Matrei in Osttirol;3840;2247;11;2236;536;23.97137746
70718;Nikolsdorf;701;421;3;418;47;11.24401914
70719;Nußdorf-Debant;2743;1531;18;1513;299;19.76206213
70720;Oberlienz;1232;715;6;709;97;13.68124118
70721;Obertilliach;571;401;6;395;34;8.607594937
70723;Prägraten am Großvenediger;959;551;6;545;119;21.83486239
70724;St. Jakob in Defereggen;700;432;6;426;55;12.91079812
70725;St. Johann im Walde;227;163;0;163;26;15.95092025
70726;St. Veit in Defereggen;532;349;4;345;50;14.49275362
70727;Schlaiten;388;236;4;232;35;15.0862069
70728;Sillian;1650;1066;10;1056;125;11.83712121
70729;Strassen;624;413;5;408;29;7.107843137
70731;Thurn;510;322;3;319;38;11.91222571
70732;Tristach;1165;740;10;730;84;11.50684932
70733;Untertilliach;183;95;0;95;7;7.368421053
70734;Virgen;1750;980;11;969;276;28.48297214
70735;Heinfels;779;499;4;495;52;10.50505051
70800;Reutte;22562;15753;138;15615;2019;12.92987512
70801;Bach;486;278;8;270;44;16.2962963
70802;Berwang;405;278;1;277;40;14.44043321
70803;Biberwier;443;285;3;282;48;17.0212766
70804;Bichlbach;549;326;3;323;35;10.83591331
70805;Breitenwang;1086;590;4;586;67;11.4334471
70806;Ehenbichl;622;381;5;376;47;12.5
70807;Ehrwald;1722;946;5;941;153;16.25929862
70808;Elbigenalp;644;364;4;360;50;13.88888889
70809;Elmen;286;176;4;172;14;8.139534884
70810;Forchach;193;132;1;131;34;25.95419847
70811;Grän;369;236;3;233;20;8.583690987
70812;Gramais;32;24;0;24;0;0
70813;Häselgehr;530;269;5;264;38;14.39393939
70814;Heiterwang;400;228;2;226;35;15.48672566
70815;Hinterhornbach;70;57;0;57;6;10.52631579
70816;Höfen;930;528;2;526;61;11.59695817
70817;Holzgau;299;199;2;197;30;15.2284264
70818;Jungholz;97;52;0;52;5;9.615384615
70819;Kaisers;58;41;0;41;4;9.756097561
70820;Lechaschau;1506;813;12;801;124;15.48064919
70821;Lermoos;745;441;2;439;54;12.30068337
70822;Musau;283;182;0;182;17;9.340659341
70823;Namlos;60;45;0;45;13;28.88888889
70824;Nesselwängle;320;173;1;172;23;13.37209302
70825;Pfafflar;85;44;0;44;5;11.36363636
70826;Pflach;911;513;5;508;72;14.17322835
70827;Pinswang;277;178;2;176;19;10.79545455
70828;Reutte;4179;2058;11;2047;255;12.45725452
70829;Schattwald;301;157;1;156;8;5.128205128
70830;Stanzach;350;213;4;209;31;14.83253589
70831;Steeg;523;353;3;350;41;11.71428571
70832;Tannheim;703;395;6;389;52;13.36760925
70833;Vils;1063;623;6;617;72;11.66936791
70834;Vorderhornbach;208;151;1;150;23;15.33333333
70835;Wängle;705;422;4;418;45;10.76555024
70836;Weißenbach am Lech;951;494;9;485;108;22.26804124
70837;Zöblen;171;99;1;98;11;11.2244898
70900;Schwaz;61000;42596;346;42250;7213;17.07218935
70901;Achenkirch;1573;854;5;849;142;16.72555948
70902;Aschau im Zillertal;1330;702;11;691;116;16.78726483
70903;Brandberg;277;166;0;166;37;22.28915663
70904;Bruck am Ziller;854;564;2;562;105;18.68327402
70905;Buch in Tirol;2018;1214;10;1204;281;23.33887043
70907;Eben am Achensee;2088;1095;5;1090;177;16.23853211
70908;Finkenberg;1080;656;4;652;77;11.80981595
70909;Fügen;2810;1465;13;1452;274;18.87052342
70910;Fügenberg;1047;592;1;591;109;18.44331641
70911;Gallzein;495;326;2;324;91;28.08641975
70912;Gerlos;596;395;0;395;62;15.69620253
70913;Gerlosberg;375;232;2;230;41;17.82608696
70914;Hainzenberg;530;323;4;319;56;17.55485893
70915;Hart im Zillertal;1187;675;5;670;120;17.91044776
70916;Hippach;1097;625;1;624;71;11.37820513
70917;Jenbach;4919;2638;24;2614;522;19.96939556
70918;Kaltenbach;913;540;4;536;89;16.60447761
70920;Mayrhofen;2599;1380;11;1369;193;14.09788167
70921;Pill;915;599;15;584;172;29.45205479
70922;Ramsau im Zillertal;1234;673;6;667;123;18.44077961
70923;Ried im Zillertal;910;561;8;553;62;11.21157324
70924;Rohrberg;432;265;0;265;41;15.47169811
70925;Schlitters;1080;636;11;625;103;16.48
70926;Schwaz;9973;5537;64;5473;970;17.72336927
70927;Schwendau;1254;706;7;699;105;15.02145923
70928;Stans;1632;1031;7;1024;173;16.89453125
70929;Steinberg am Rofan;210;125;1;124;12;9.677419355
70930;Strass im Zillertal;648;414;2;412;55;13.34951456
70931;Stumm;1466;828;18;810;119;14.69135802
70932;Stummerberg;671;370;0;370;67;18.10810811
70933;Terfens;1618;1039;5;1034;172;16.6344294
70934;Tux;1399;926;13;913;99;10.84337349
70935;Uderns;1338;746;2;744;162;21.77419355
70936;Vomp;3831;2323;20;2303;440;19.10551455
70937;Weer;1208;712;4;708;131;18.50282486
70938;Weerberg;1933;1248;11;1237;210;16.97655618
70939;Wiesing;1652;957;2;955;203;21.2565445
70940;Zell am Ziller;1289;695;3;692;132;19.07514451
70941;Zellberg;519;296;2;294;58;19.72789116
80000;Vorarlberg;274500;185860;1427;184433;27121;14.70506905
80100;Bludenz;45458;31518;271;31247;4981;15.94073031
80101;Bartholomäberg;1767;1026;11;1015;250;24.63054187
80102;Blons;237;163;0;163;19;11.65644172
80103;Bludenz;9598;4860;54;4806;745;15.50145651
80104;Bludesch;1558;839;8;831;161;19.37424789
80105;Brand;487;278;1;277;45;16.24548736
80106;Bürs;2313;1193;15;1178;194;16.46859083
80107;Bürserberg;425;225;3;222;39;17.56756757
80108;Dalaas;1143;662;7;655;117;17.86259542
80109;Fontanella;338;231;1;230;15;6.52173913
80110;Gaschurn;1127;595;4;591;131;22.16582064
80111;Innerbraz;744;442;1;441;64;14.51247166
80112;Klösterle;500;271;3;268;38;14.17910448
80113;Lech;1144;455;3;452;19;4.203539823
80114;Lorüns;198;135;2;133;26;19.54887218
80115;Ludesch;2452;1277;8;1269;207;16.31205674
80116;Nenzing;4570;2562;27;2535;585;23.07692308
80117;Nüziders;3722;2131;17;2114;273;12.91390728
80118;Raggal;637;410;3;407;38;9.336609337
80119;St. Anton im Montafon;524;311;6;305;50;16.39344262
80120;St. Gallenkirch;1689;879;8;871;209;23.99540758
80121;St. Gerold;295;186;1;185;30;16.21621622
80122;Schruns;2753;1443;15;1428;226;15.82633053
80123;Silbertal;679;414;5;409;91;22.24938875
80124;Sonntag;496;331;7;324;19;5.864197531
80125;Stallehr;203;116;1;115;19;16.52173913
80126;Thüringen;1618;939;8;931;128;13.74865736
80127;Thüringerberg;550;371;5;366;42;11.47540984
80128;Tschagguns;1688;893;1;892;157;17.60089686
80129;Vandans;2003;1101;12;1089;239;21.94674013
80200;Bregenz;92351;63309;476;62833;8683;13.81917145
80201;Alberschwende;2431;1559;14;1545;238;15.40453074
80202;Andelsbuch;1880;1147;18;1129;93;8.237378211
80203;Au;1353;805;7;798;98;12.28070175
80204;Bezau;1412;774;7;767;84;10.9517601
80205;Bildstein;594;363;6;357;53;14.84593838
80206;Bizau;786;484;5;479;44;9.185803758
80207;Bregenz;19132;9770;77;9693;1444;14.8973486
80208;Buch;464;328;3;325;63;19.38461538
80209;Damüls;225;153;1;152;11;7.236842105
80210;Doren;748;533;5;528;69;13.06818182
80211;Egg;2720;1643;17;1626;191;11.74661747
80212;Eichenberg;263;173;4;169;7;4.142011834
80213;Fußach;2692;1486;8;1478;295;19.9594046
80214;Gaißau;1325;726;8;718;122;16.99164345
80215;Hard;9324;4860;35;4825;759;15.73056995
80216;Hittisau;1407;845;7;838;129;15.39379475
80217;Höchst;5701;2737;19;2718;431;15.85724798
80218;Hörbranz;4579;2559;24;2535;422;16.6469428
80219;Hohenweiler;916;509;2;507;69;13.60946746
80220;Kennelbach;1380;752;7;745;102;13.69127517
80221;Krumbach;794;486;7;479;99;20.66805846
80222;Langen bei Bregenz;1074;674;6;668;120;17.96407186
80223;Langenegg;823;529;4;525;76;14.47619048
80224;Lauterach;7106;4074;26;4048;712;17.58893281
80225;Lingenau;1089;703;3;700;64;9.142857143
80226;Lochau;4158;2069;8;2061;265;12.857836
80227;Mellau;939;544;4;540;97;17.96296296
80228;Mittelberg;2389;1171;5;1166;146;12.52144082
80229;Möggers;388;281;2;279;33;11.82795699
80230;Reuthe;445;228;3;225;36;16
80231;Riefensberg;700;457;4;453;76;16.77704194
80232;Schnepfau;334;195;1;194;17;8.762886598
80233;Schoppernau;703;486;3;483;69;14.28571429
80234;Schröcken;150;82;0;82;4;4.87804878
80235;Schwarzach;2848;1673;11;1662;243;14.62093863
80236;Schwarzenberg;1357;832;11;821;78;9.500609013
80237;Sibratsgfäll;318;223;7;216;21;9.722222222
80238;Sulzberg;1247;853;7;846;67;7.919621749
80239;Warth;140;73;0;73;7;9.589041096
80240;Wolfurt;6017;3553;35;3518;499;14.18419557
80300;Dornbirn;60679;38858;280;38578;6036;15.64622324
80301;Dornbirn;34009;18058;126;17932;2708;15.10149453
80302;Hohenems;11072;5245;40;5205;1077;20.69164265
80303;Lustenau;15598;7635;70;7565;1393;18.41374752
80400;Feldkirch;76012;51422;395;51027;7378;14.4590119
80401;Altach;5005;2669;21;2648;396;14.95468278
80402;Düns;312;212;1;211;31;14.69194313
80403;Dünserberg;106;60;1;59;11;18.6440678
80404;Feldkirch;23118;11841;76;11765;1912;16.25159371
80405;Frastanz;4371;2180;15;2165;382;17.6443418
80406;Fraxern;529;331;6;325;44;13.53846154
80407;Göfis;2517;1498;10;1488;224;15.05376344
80408;Götzis;8036;4242;42;4200;621;14.78571429
80409;Klaus;2264;1328;9;1319;125;9.476876422
80410;Koblach;3523;1889;16;1873;281;15.00266951
80411;Laterns;521;309;3;306;40;13.07189542
80412;Mäder;2908;1596;16;1580;311;19.6835443
80413;Meiningen;1595;869;6;863;161;18.65585168
80414;Rankweil;8406;4467;52;4415;630;14.26953567
80415;Röns;254;164;1;163;26;15.95092025
80416;Röthis;1562;834;5;829;94;11.33896261
80417;Satteins;2092;1259;21;1238;206;16.63974152
80418;Schlins;1673;995;3;992;165;16.63306452
80419;Schnifis;596;316;1;315;39;12.38095238
80420;Sulz;1887;1136;9;1127;141;12.51109139
80421;Übersaxen;490;308;3;305;60;19.67213115
80422;Viktorsberg;300;190;1;189;17;8.994708995
80423;Weiler;1508;770;3;767;107;13.95045632
80424;Zwischenwasser;2439;1385;11;1374;232;16.88500728
90000;Wien;1149664;827567;6653;820914;105289;12.82582585
90101;Innere Stadt;11772;5074;14;5060;455;8.992094862
90201;Leopoldstadt;59836;30199;249;29950;3213;10.7278798
90301;Landstraße;55943;27330;183;27147;2816;10.37315357
90401;Wieden;20440;9814;56;9758;758;7.767985243
90501;Margareten;31030;15205;91;15114;1370;9.064443562
90601;Mariahilf;20431;10075;54;10021;788;7.863486678
90701;Neubau;20645;10532;45;10487;670;6.388862401
90801;Josefstadt;15824;8058;48;8010;527;6.579275905
90901;Alsergrund;26128;13004;77;12927;984;7.611974936
91001;Favoriten;109553;55457;648;54809;9974;18.19774125
91101;Simmering;60628;30676;413;30263;6693;22.11611539
91201;Meidling;55143;27089;248;26841;3839;14.3027458
91301;Hietzing;38030;20564;131;20433;2050;10.03279009
91401;Penzing;59858;31338;282;31056;4041;13.01197836
91501;Rudolfsheim-Fünfhaus;39246;18717;148;18569;2172;11.69691421
91601;Ottakring;57151;28809;283;28526;3570;12.51489869
91701;Hernals;32524;16464;131;16333;1746;10.69001408
91801;Währing;32809;17036;102;16934;1368;8.078422109
91901;Döbling;48508;25563;174;25389;2758;10.86297215
92001;Brigittenau;46247;22535;203;22332;3265;14.62027584
92101;Floridsdorf;106895;56568;675;55893;11254;20.13490061
92201;Donaustadt;127344;69291;720;68571;12523;18.26282248
92301;Liesing;73679;41240;327;40913;6516;15.92647814
